Simulation;SoftwareName;JaamSim;-;;;;;
Simulation;SoftwareVersion;2022-06;-;;;;;
Simulation;ConfigurationFile;C:\Users\m_a_g\Desktop\cours\S1\Data Science\Project\project2.cfg;-;;;;;
Simulation;ScenarioNumber;1.0;-;;;;;
Simulation;ScenarioIndex;{ 1 };-;;;;;
Simulation;ReplicationNumber;1.0;-;;;;;
Simulation;RunNumber;1.0;-;;;;;
Simulation;RunIndex;{ 1 };-;;;;;
Simulation;PresentTimeAndDate;janv. 14, 2023 13:01;-;;;;;
Simulation;InitializationDuration;0.0;min;;;;;
Simulation;RunDuration;525600.0;min;;;;;
Simulation;PresentSimulationTime;0.0;min;;;;;
;;;;;;;;
this.SimTime/1[min];this.obj;"this.obj.StateTimes(""GateC"")/0.1[h]";"this.obj.StateTimes(""Step6,2"")/1[min]";"this.obj.StateTimes(""Model"")/1[min]";"this.obj.StateTimes(""Paint"")/1[min]";"this.obj.StateTimes(""Parts"")/1[min]";"this.obj.StateTimes(""Test"")/1[min]";"this.obj.StateTimes(""Fix"")/1[min]"
219.48496813333333;START_17;4.169867024999999;1.4889021999999998;7.873915433333333;8.876288966666666;9.47491185;5.448482633333333;0.0
375.90399506666665;START_33;3.4656390750000003;0.7924967833333334;8.09449025;10.512508833333333;8.650934316666667;5.786018283333333;0.0
410.43443321666666;START_36;4.025607477777777;3.4436001999999997;8.12522735;9.379604366666666;8.42854895;5.478963033333333;0.0
506.2595414166666;START_45;3.8223075305555554;2.1651140833333336;5.898038766666667;11.604060800000001;16.54818275;5.68108905;0.0
531.0295306166666;START_48;3.653499033333333;3.525931816666666;8.192010533333333;11.444013316666666;9.346472983333333;5.038321999999999;0.0
597.17447965;START_55;3.418804033333333;2.1734607666666665;7.308464766666666;12.394624899999998;8.4830655;5.093026266666667;0.0
712.0475832666666;START_67;3.0405619361111107;0.5115303;4.83768145;11.271079166666665;10.582011833333333;5.50770935;0.0
802.8762629666667;START_72;4.914454991666666;2.9252603833333333;8.044708066666667;9.3957776;21.238397766666665;10.696767683333332;9.687514133333334
859.8491210333333;START_80;4.778169816666667;3.9645546333333335;7.549816116666666;12.374992249999998;11.371773016666667;4.52298885;0.0
897.3329988;START_85;3.0496257;3.2667749;4.920124516666666;11.395840866666667;12.380311766666667;5.6443286666666665;0.0
1024.8206963833334;START_94;4.620517919444444;3.1565992166666663;6.44038265;11.9003071;24.322463916666667;11.03264475;8.7884837
1067.4733160333333;START_102;3.4431192499999996;1.73302225;5.723783883333334;9.5393469;14.088389033333332;4.631217266666667;0.0
1149.4890215666667;START_110;3.062664691666667;3.3181098833333333;7.962482333333333;9.806224916666666;13.21892155;5.468708066666666;0.0
1258.1159147666665;START_121;3.75303235;3.2082294666666664;7.1620905;11.278097416666666;7.7412779333333335;4.9209211999999996;0.0
1293.1612893833333;START_125;2.8729585055555553;2.698937866666667;6.986170083333333;11.187191416666668;7.733813283333333;5.927623883333333;0.0
1374.127827583333;START_133;2.884094561111111;3.5069951166666664;6.622099233333333;12.594022599999999;8.216696;4.431480266666666;0.0
1471.3686042333331;START_141;4.301735822222223;2.2141483833333333;7.196705333333333;10.679427633333331;19.799049466666663;4.152316466666666;0.0
1493.143349833333;START_144;3.700483736111111;3.9488058666666666;6.376250549999999;13.419757433333332;10.102077;5.611121499999999;0.0
1567.4999875833334;START_151;4.997525472222222;1.8843674;7.542275133333333;8.531998366666667;13.221041699999999;5.03905205;0.0
1613.4506010833331;START_156;4.889757258333333;0.5490214333333333;6.231976666666666;10.898731033333332;9.927438566666666;5.059704016666667;0.0
1857.1778252833333;START_182;2.557122308333333;0.8636261666666666;5.237613499999999;8.515679;10.182155633333332;5.600059216666667;0.0
2009.96265085;START_195;4.978932797222222;2.4257662666666664;6.582373783333334;14.530770066666665;11.04686795;4.2236252;0.0
2068.30940065;START_202;3.2014792111111112;0.5008168333333333;5.079232333333334;12.030345899999999;16.08151415;4.27197335;0.0
2100.4395188333333;START_205;3.792485636111111;3.0426835;6.218688216666666;9.573229133333333;11.361990249999998;5.9314736;0.0
2114.76926135;START_206;5.119551047222222;1.9197923666666665;5.714826966666666;11.884586399999998;8.350048516666666;4.674053166666667;0.0
2252.164623433333;START_221;2.523481961111111;2.5239089833333335;4.4822491;16.141522033333334;7.443750483333333;5.281273799999999;0.0
2290.776881183333;START_224;3.484523775;3.4325645;6.137726216666667;14.553221549999998;9.83184595;4.4702933;0.0
2362.3646187;START_225;3.977830494444444;2.37321725;7.008247699999999;14.147889066666666;40.528412966666664;15.753234983333332;17.33598015
2385.8987618666665;START_233;3.638440561111111;2.004348083333333;4.657718583333333;10.450089799999999;20.76078308333333;4.7192876833333335;0.0
2413.8725075999996;START_236;3.956892247222222;1.63554475;5.7592864;13.7226113;11.475809116666666;5.983746433333334;0.0
2431.389857583333;START_239;2.6776906694444444;3.2194789333333333;5.455967133333333;9.165869149999999;11.788886383333333;4.272218016666667;0.0
2585.8525757166663;START_245;4.647609808333334;3.8393822;5.4600362;11.303731566666666;50.5921154;20.862000583333334;24.41465015
2604.28200545;START_254;5.608125666666666;0.8665489666666666;7.257478983333333;9.782052983333333;16.26568735;5.210543583333333;0.0
2743.0741674666665;START_269;4.343156961111111;3.3175573;7.732515183333333;10.952956466666667;8.43040035;5.373469683333334;0.0
2813.83027465;START_276;4.858850555555555;1.4517199833333332;5.494984516666666;10.987146716666667;10.223984833333333;5.3147366499999995;0.0
2909.67291375;START_286;3.749668486111111;0.8239319666666667;6.849553133333333;10.05644875;13.742651833333332;4.120959633333333;0.0
2952.4409376833332;START_291;3.002407275;1.9280031166666665;4.879359283333333;12.2719955;9.081576016666666;4.773759316666666;0.0
3033.72907705;START_296;3.8442414083333336;1.3614736666666665;4.46654205;12.953384683333333;22.81146073333333;10.605846283333333;7.294845033333333
3060.574867716666;START_300;5.744960999999999;0.82304835;6.451782566666666;11.597517266666667;10.34510465;5.4770913666666665;0.0
3195.538083033333;START_315;2.9924090083333335;2.980340216666667;5.53603395;12.862161483333333;9.809116399999999;5.224827983333332;0.0
3409.180868133333;START_335;3.8654966749999997;3.3925410666666664;6.0814644;9.0783981;21.791628333333332;4.13532065;0.0
